ImageNumber	ObjectNumber	Metadata_Col	Metadata_Field	Metadata_Row	Metadata_Series	Metadata_T	Metadata_Well	Metadata_Z	AreaShape_Area	AreaShape_Center_X	AreaShape_Center_Y	AreaShape_Compactness
1	1	1	1	A	0	0	A1	0	2266	29.0	30.0	1.20520731243
1	2	1	1	A	0	0	A1	0	2155	1807.0	19.0	1.59102278631
1	3	1	1	A	0	0	A1	0	5895	1989.0	111.0	3.34736226554
1	4	1	1	A	0	0	A1	0	4157	409.0	119.0	1.11568166229
1	5	1	1	A	0	0	A1	0	1587	762.0	121.0	1.16201304933
1	6	1	1	A	0	0	A1	0	1860	1763.0	127.0	3.71976530865
1	7	1	1	A	0	0	A1	0	4040	1891.0	139.0	3.53825541083
1	8	1	1	A	0	0	A1	0	1580	1693.0	147.0	1.16734059456
1	9	1	1	A	0	0	A1	0	3045	1031.0	154.0	3.12809598222
1	10	1	1	A	0	0	A1	0	4489	1741.0	206.0	1.85375227239
1	11	1	1	A	0	0	A1	0	6355	557.0	232.0	4.53459961411
1	12	1	1	A	0	0	A1	0	3324	380.0	264.0	1.27938137772
1	13	1	1	A	0	0	A1	0	2713	893.0	246.0	1.15407418161
1	14	1	1	A	0	0	A1	0	3050	265.0	270.0	1.56492852924
1	15	1	1	A	0	0	A1	0	4566	1971.0	286.0	1.02719319492
1	16	1	1	A	0	0	A1	0	9415	1034.0	302.0	1.09078289715
1	17	1	1	A	0	0	A1	0	7610	1550.0	281.0	2.62325589176
1	18	1	1	A	0	0	A1	0	2979	176.0	290.0	2.00969489541
1	19	1	1	A	0	0	A1	0	5795	692.0	316.0	2.14559138046
1	20	1	1	A	0	0	A1	0	7195	1424.0	331.0	2.94389611375
1	21	1	1	A	0	0	A1	0	2959	141.0	363.0	2.49551366992
1	22	1	1	A	0	0	A1	0	1810	260.0	384.0	1.60595663905
1	23	1	1	A	0	0	A1	0	2021	1442.0	399.0	1.91998350125
1	24	1	1	A	0	0	A1	0	2459	885.0	401.0	1.22421451496
1	25	1	1	A	0	0	A1	0	1864	961.0	440.0	2.49658361125
1	26	1	1	A	0	0	A1	0	25	1536.0	447.0	1.00209265827
1	27	1	1	A	0	0	A1	0	3480	501.0	489.0	2.60464787563
1	28	1	1	A	0	0	A1	0	1885	1267.0	491.0	1.13429698198
1	29	1	1	A	0	0	A1	0	6309	890.0	495.0	2.03731833869
1	30	1	1	A	0	0	A1	0	3698	1637.0	507.0	3.41276256303
1	31	1	1	A	0	0	A1	0	6042	373.0	513.0	1.76447171269
1	32	1	1	A	0	0	A1	0	4962	1369.0	597.0	1.93637481734
1	33	1	1	A	0	0	A1	0	4845	246.0	540.0	1.68763387971
1	34	1	1	A	0	0	A1	0	1612	2000.0	633.0	1.03655805951
1	35	1	1	A	0	0	A1	0	3273	611.0	644.0	1.33451410964
1	36	1	1	A	0	0	A1	0	3645	1219.0	665.0	1.61447578989
1	37	1	1	A	0	0	A1	0	4141	715.0	676.0	1.32456377863
1	38	1	1	A	0	0	A1	0	6518	330.0	704.0	1.34799958206
1	39	1	1	A	0	0	A1	0	4805	519.0	686.0	1.43963182758
1	40	1	1	A	0	0	A1	0	2213	1798.0	694.0	1.10358347856
1	41	1	1	A	0	0	A1	0	5413	1932.0	718.0	1.04143354545
1	42	1	1	A	0	0	A1	0	1549	1706.0	733.0	1.02408528062
1	43	1	1	A	0	0	A1	0	3586	1853.0	782.0	2.30609926566
1	44	1	1	A	0	0	A1	0	1813	1192.0	808.0	1.02292032865
1	45	1	1	A	0	0	A1	0	2701	940.0	803.0	1.51143630878
1	46	1	1	A	0	0	A1	0	4434	1520.0	825.0	1.05088573709
1	47	1	1	A	0	0	A1	0	4877	704.0	821.0	1.40104009767
1	48	1	1	A	0	0	A1	0	3004	603.0	843.0	1.59776901326
1	49	1	1	A	0	0	A1	0	5176	1630.0	877.0	1.51206601552
1	50	1	1	A	0	0	A1	0	1868	1801.0	871.0	3.46632055178
1	51	1	1	A	0	0	A1	0	4641	195.0	882.0	2.14437738586
1	52	1	1	A	0	0	A1	0	8008	1014.0	891.0	3.83766236422
