ImageNumber	ObjectNumber	Metadata_Col	Metadata_Field	Metadata_Row	Metadata_Series	Metadata_T	Metadata_Well	Metadata_Z	AreaShape_Area	AreaShape_Center_X	AreaShape_Center_Y	AreaShape_Compactness
1	1	1	1	A	0	0	A1	0	10884	764.0	132.0	1.27283311598
1	2	1	1	A	0	0	A1	0	8160	336.0	169.0	5.88919698443
1	3	1	1	A	0	0	A1	0	15038	1348.0	216.0	1.90807807698
1	4	1	1	A	0	0	A1	0	10674	911.0	224.0	1.9622963965
1	5	1	1	A	0	0	A1	0	4807	1692.0	244.0	2.04352358907
1	6	1	1	A	0	0	A1	0	6565	247.0	256.0	1.55452827089
1	7	1	1	A	0	0	A1	0	4462	1795.0	269.0	1.69968824916
1	8	1	1	A	0	0	A1	0	7525	1845.0	302.0	2.75302178292
1	9	1	1	A	0	0	A1	0	3589	844.0	317.0	2.6942879127
1	10	1	1	A	0	0	A1	0	12021	148.0	336.0	4.50548702407
1	11	1	1	A	0	0	A1	0	2210	1641.0	395.0	1.08059893786
1	12	1	1	A	0	0	A1	0	9779	484.0	395.0	3.58821925359
1	13	1	1	A	0	0	A1	0	9570	1789.0	412.0	4.25205683964
1	14	1	1	A	0	0	A1	0	4098	1202.0	438.0	1.43588038418
1	15	1	1	A	0	0	A1	0	3601	1342.0	481.0	1.52144912997
1	16	1	1	A	0	0	A1	0	3121	1790.0	522.0	1.15775582719
1	17	1	1	A	0	0	A1	0	12614	370.0	533.0	1.15899219113
1	18	1	1	A	0	0	A1	0	5377	1139.0	543.0	2.45283093931
1	19	1	1	A	0	0	A1	0	18442	636.0	554.0	2.45888969312
1	20	1	1	A	0	0	A1	0	4225	125.0	615.0	1.29018740974
1	21	1	1	A	0	0	A1	0	5568	1435.0	608.0	1.8496206601
1	22	1	1	A	0	0	A1	0	93	786.0	622.0	1.07608815681
1	23	1	1	A	0	0	A1	0	6460	716.0	657.0	1.67493055906
1	24	1	1	A	0	0	A1	0	5219	1237.0	669.0	1.93772125599
1	25	1	1	A	0	0	A1	0	14560	1017.0	666.0	3.28653764032
1	26	1	1	A	0	0	A1	0	6352	1312.0	677.0	1.6110284985
1	27	1	1	A	0	0	A1	0	3989	421.0	719.0	1.50546673929
1	28	1	1	A	0	0	A1	0	6838	814.0	712.0	2.92697355156
1	29	1	1	A	0	0	A1	0	3595	1473.0	746.0	1.20082353056
1	30	1	1	A	0	0	A1	0	7935	1749.0	759.0	4.10499882389
1	31	1	1	A	0	0	A1	0	6729	1157.0	772.0	2.66159740626
1	32	1	1	A	0	0	A1	0	1780	255.0	823.0	3.42570178858
1	33	1	1	A	0	0	A1	0	5983	1319.0	834.0	2.53456453871
1	34	1	1	A	0	0	A1	0	3619	1829.0	838.0	1.94699220178
1	35	1	1	A	0	0	A1	0	11822	731.0	886.0	1.89317224158
1	36	1	1	A	0	0	A1	0	4367	1296.0	917.0	1.18915771973
1	37	1	1	A	0	0	A1	0	4359	1402.0	928.0	1.87579953938
1	38	1	1	A	0	0	A1	0	16103	1557.0	975.0	1.44733087253
1	39	1	1	A	0	0	A1	0	5040	1921.0	942.0	1.98747742386
1	40	1	1	A	0	0	A1	0	1749	198.0	946.0	1.03000378954
1	41	1	1	A	0	0	A1	0	1618	2021.0	954.0	2.26759017565
1	42	1	1	A	0	0	A1	0	5289	317.0	1096.0	1.92724824477
1	43	1	1	A	0	0	A1	0	10600	1264.0	1098.0	1.79269298964
1	44	1	1	A	0	0	A1	0	6245	1682.0	1125.0	1.38626619282
1	45	1	1	A	0	0	A1	0	4535	80.0	1123.0	5.41198065019
1	46	1	1	A	0	0	A1	0	6538	546.0	1142.0	3.52106179994
1	47	1	1	A	0	0	A1	0	13997	854.0	1205.0	1.8370020721
1	48	1	1	A	0	0	A1	0	1490	355.0	1216.0	1.84301647857
1	49	1	1	A	0	0	A1	0	14317	1637.0	1236.0	1.84071695727
1	50	1	1	A	0	0	A1	0	8819	1108.0	1266.0	2.04453717759
1	51	1	1	A	0	0	A1	0	3468	150.0	1284.0	1.61528141176
1	52	1	1	A	0	0	A1	0	4056	228.0	1293.0	2.12528056557
1	53	1	1	A	0	0	A1	0	2710	1886.0	1282.0	1.92012316876
1	54	1	1	A	0	0	A1	0	7026	1867.0	1325.0	1.57848933805
1	55	1	1	A	0	0	A1	0	2561	69.0	1335.0	1.66969210741
1	56	1	1	A	0	0	A1	0	5528	1974.0	1363.0	2.48833557199
1	57	1	1	A	0	0	A1	0	14791	473.0	1431.0	1.37694266512
1	58	1	1	A	0	0	A1	0	31727	1580.0	1460.0	1.53892592399
1	59	1	1	A	0	0	A1	0	7601	586.0	1498.0	1.36414539318
1	60	1	1	A	0	0	A1	0	9400	1159.0	1486.0	1.55196324499
1	61	1	1	A	0	0	A1	0	5748	964.0	1483.0	1.30558657133
1	62	1	1	A	0	0	A1	0	15064	342.0	1536.0	2.04563878217
1	63	1	1	A	0	0	A1	0	10135	1421.0	1527.0	1.23121186429
1	64	1	1	A	0	0	A1	0	6748	199.0	1531.0	4.62426331581
1	65	1	1	A	0	0	A1	0	24662	1790.0	1560.0	1.23405502519
1	66	1	1	A	0	0	A1	0	2074	1979.0	1571.0	1.22055490759
1	67	1	1	A	0	0	A1	0	5563	45.0	1611.0	6.74379773946
1	68	1	1	A	0	0	A1	0	2155	1126.0	1634.0	1.10142539525
1	69	1	1	A	0	0	A1	0	5829	1515.0	1670.0	3.02518274718
1	70	1	1	A	0	0	A1	0	9537	219.0	1679.0	1.98189468201
1	71	1	1	A	0	0	A1	0	11733	831.0	1697.0	1.27540057676
1	72	1	1	A	0	0	A1	0	10206	1066.0	1744.0	2.05055130544
1	73	1	1	A	0	0	A1	0	1231	1808.0	1768.0	1.08082827047
1	74	1	1	A	0	0	A1	0	7048	1920.0	1814.0	1.12999497137
1	75	1	1	A	0	0	A1	0	11863	602.0	1851.0	2.54202629603
1	76	1	1	A	0	0	A1	0	2100	846.0	1866.0	1.00910592108
1	77	1	1	A	0	0	A1	0	16727	416.0	1918.0	1.16032504988
1	78	1	1	A	0	0	A1	0	6542	188.0	1870.0	3.156082434
1	79	1	1	A	0	0	A1	0	1916	218.0	1935.0	1.0528916225
1	80	1	1	A	0	0	A1	0	4470	1717.0	1970.0	3.5558537221
1	81	1	1	A	0	0	A1	0	4651	149.0	2018.0	3.04797661275
2	1	1	10	A	0	0	A1	0	4455	1772.0	43.0	2.17578972949
2	2	1	10	A	0	0	A1	0	7605	1548.0	66.0	1.07277218699
2	3	1	10	A	0	0	A1	0	24553	1047.0	130.0	1.24680213717
2	4	1	10	A	0	0	A1	0	5938	1724.0	151.0	1.12804317373
2	5	1	10	A	0	0	A1	0	2111	31.0	139.0	1.10008662287
2	6	1	10	A	0	0	A1	0	2688	1553.0	162.0	1.46502499353
2	7	1	10	A	0	0	A1	0	4717	565.0	194.0	2.09859964272
2	8	1	10	A	0	0	A1	0	22631	224.0	105.0	1.47311797534
2	9	1	10	A	0	0	A1	0	5152	1207.0	162.0	1.50366616821
2	10	1	10	A	0	0	A1	0	7221	1865.0	199.0	2.5048354554
2	11	1	10	A	0	0	A1	0	3253	1457.0	216.0	2.40810790281
2	12	1	10	A	0	0	A1	0	15358	864.0	245.0	1.31945312984
2	13	1	10	A	0	0	A1	0	4997	196.0	295.0	1.25219347298
2	14	1	10	A	0	0	A1	0	9605	1695.0	369.0	2.09829839848
2	15	1	10	A	0	0	A1	0	9720	525.0	413.0	3.82037506598
2	16	1	10	A	0	0	A1	0	5746	442.0	387.0	3.6625402839
2	17	1	10	A	0	0	A1	0	5073	710.0	408.0	1.37189284536
2	18	1	10	A	0	0	A1	0	8189	1525.0	394.0	5.35944872707
2	19	1	10	A	0	0	A1	0	7540	374.0	390.0	1.13240791042
2	20	1	10	A	0	0	A1	0	5944	1848.0	374.0	1.5734968155
2	21	1	10	A	0	0	A1	0	10632	1341.0	425.0	1.72918488505
2	22	1	10	A	0	0	A1	0	7658	1263.0	430.0	2.95084135867
2	23	1	10	A	0	0	A1	0	1635	1959.0	464.0	1.42422657383
2	24	1	10	A	0	0	A1	0	6983	340.0	547.0	2.27716642606
2	25	1	10	A	0	0	A1	0	2774	457.0	531.0	1.20553819727
2	26	1	10	A	0	0	A1	0	15937	1579.0	530.0	2.39286546402
2	27	1	10	A	0	0	A1	0	4301	1096.0	551.0	1.5502940779
2	28	1	10	A	0	0	A1	0	16639	701.0	563.0	1.18723059674
2	29	1	10	A	0	0	A1	0	1531	1051.0	602.0	1.53869442751
2	30	1	10	A	0	0	A1	0	5612	162.0	627.0	3.1267000779
2	31	1	10	A	0	0	A1	0	7861	1111.0	652.0	1.14127772341
2	32	1	10	A	0	0	A1	0	7957	531.0	660.0	2.34214465253
2	33	1	10	A	0	0	A1	0	18288	1691.0	733.0	1.24913005583
2	34	1	10	A	0	0	A1	0	13954	883.0	703.0	2.32652125858
2	35	1	10	A	0	0	A1	0	3056	190.0	692.0	1.39227867144
2	36	1	10	A	0	0	A1	0	4170	1046.0	723.0	1.87021383392
2	37	1	10	A	0	0	A1	0	1609	1787.0	742.0	1.10325656766
2	38	1	10	A	0	0	A1	0	7114	375.0	744.0	1.89651642833
2	39	1	10	A	0	0	A1	0	2742	245.0	753.0	1.62556439085
2	40	1	10	A	0	0	A1	0	10712	1457.0	765.0	1.2410558088
2	41	1	10	A	0	0	A1	0	2455	47.0	786.0	1.22698801429
2	42	1	10	A	0	0	A1	0	10289	159.0	790.0	3.58791772679
2	43	1	10	A	0	0	A1	0	10015	579.0	914.0	1.29400491736
2	44	1	10	A	0	0	A1	0	5022	979.0	843.0	1.19022494414
2	45	1	10	A	0	0	A1	0	6005	1956.0	875.0	1.19648561191
2	46	1	10	A	0	0	A1	0	18736	1464.0	867.0	1.73079403761
2	47	1	10	A	0	0	A1	0	20745	1236.0	857.0	1.32903001718
2	48	1	10	A	0	0	A1	0	6819	780.0	894.0	1.69173196176
2	49	1	10	A	0	0	A1	0	9871	343.0	944.0	2.54149061297
2	50	1	10	A	0	0	A1	0	6853	923.0	967.0	1.18476200811
2	51	1	10	A	0	0	A1	0	7250	1496.0	966.0	1.10387010303
2	52	1	10	A	0	0	A1	0	6782	1132.0	938.0	1.64128921667
2	53	1	10	A	0	0	A1	0	1134	1258.0	965.0	1.04373952327
2	54	1	10	A	0	0	A1	0	4315	1399.0	981.0	2.58557928086
2	55	1	10	A	0	0	A1	0	6946	627.0	1034.0	1.93292478616
2	56	1	10	A	0	0	A1	0	12626	1816.0	1006.0	1.97421785757
2	57	1	10	A	0	0	A1	0	7534	1558.0	1029.0	2.05781764347
2	58	1	10	A	0	0	A1	0	1072	951.0	1079.0	1.31718510797
2	59	1	10	A	0	0	A1	0	5512	749.0	1090.0	1.51797318254
2	60	1	10	A	0	0	A1	0	9046	1467.0	1101.0	2.04537878302
2	61	1	10	A	0	0	A1	0	9315	1298.0	1138.0	1.34921889728
2	62	1	10	A	0	0	A1	0	3364	1143.0	1131.0	1.54252313958
2	63	1	10	A	0	0	A1	0	13854	625.0	1140.0	1.36085083316
2	64	1	10	A	0	0	A1	0	9397	1018.0	1126.0	3.49489046276
2	65	1	10	A	0	0	A1	0	6224	1696.0	1220.0	2.85953421208
2	66	1	10	A	0	0	A1	0	1250	1301.0	1231.0	2.23058618385
2	67	1	10	A	0	0	A1	0	1664	786.0	1213.0	2.25152814006
2	68	1	10	A	0	0	A1	0	1176	1323.0	1204.0	1.86875244576
2	69	1	10	A	0	0	A1	0	7285	1436.0	1261.0	1.37378246953
2	70	1	10	A	0	0	A1	0	12484	1781.0	1293.0	3.09483884843
2	71	1	10	A	0	0	A1	0	8576	506.0	1302.0	1.53189595671
2	72	1	10	A	0	0	A1	0	6587	1149.0	1293.0	1.02974909433
2	73	1	10	A	0	0	A1	0	7272	912.0	1303.0	1.94424423347
2	74	1	10	A	0	0	A1	0	7429	1889.0	1309.0	1.17248611083
2	75	1	10	A	0	0	A1	0	8461	1233.0	1306.0	1.62547944744
2	76	1	10	A	0	0	A1	0	4798	782.0	1343.0	2.90159819414
2	77	1	10	A	0	0	A1	0	8392	988.0	1391.0	1.70341428378
2	78	1	10	A	0	0	A1	0	5353	1481.0	1395.0	1.52342657258
2	79	1	10	A	0	0	A1	0	3559	1319.0	1455.0	1.87972006712
2	80	1	10	A	0	0	A1	0	4358	619.0	1460.0	3.23416908659
2	81	1	10	A	0	0	A1	0	2669	664.0	1457.0	2.36398515867
2	82	1	10	A	0	0	A1	0	4236	238.0	1478.0	5.89013181693
2	83	1	10	A	0	0	A1	0	7546	971.0	1489.0	1.40405787048
2	84	1	10	A	0	0	A1	0	7944	1619.0	1515.0	2.17035231921
2	85	1	10	A	0	0	A1	0	3166	1120.0	1526.0	1.6477202298
2	86	1	10	A	0	0	A1	0	6338	52.0	1518.0	2.05220206757
2	87	1	10	A	0	0	A1	0	14282	1553.0	1547.0	2.76792459453
2	88	1	10	A	0	0	A1	0	9714	794.0	1540.0	1.72598325383
2	89	1	10	A	0	0	A1	0	5300	574.0	1577.0	3.94981127694
2	90	1	10	A	0	0	A1	0	7225	1125.0	1619.0	1.70254755322
2	91	1	10	A	0	0	A1	0	5196	1362.0	1635.0	2.33780825364
2	92	1	10	A	0	0	A1	0	5435	1277.0	1667.0	3.07526649161
2	93	1	10	A	0	0	A1	0	11042	311.0	1701.0	3.42831215657
2	94	1	10	A	0	0	A1	0	11517	1923.0	1725.0	1.34063710034
2	95	1	10	A	0	0	A1	0	3672	1005.0	1742.0	1.8859857247
2	96	1	10	A	0	0	A1	0	6093	527.0	1816.0	3.18413983
2	97	1	10	A	0	0	A1	0	8179	1208.0	1850.0	3.45467067846
2	98	1	10	A	0	0	A1	0	3057	1755.0	1847.0	1.08993490089
2	99	1	10	A	0	0	A1	0	4466	446.0	1845.0	1.82495652858
2	100	1	10	A	0	0	A1	0	10979	1838.0	1875.0	1.21734055987
2	101	1	10	A	0	0	A1	0	4098	1201.0	1939.0	2.39167717423
2	102	1	10	A	0	0	A1	0	5931	1488.0	1969.0	1.23103166359
2	103	1	10	A	0	0	A1	0	5134	1860.0	1956.0	2.01330147641
3	1	1	11	A	0	0	A1	0	5528	1810.0	114.0	1.10946993861
3	2	1	11	A	0	0	A1	0	7131	506.0	120.0	2.19702780873
3	3	1	11	A	0	0	A1	0	756	221.0	120.0	1.01294873272
3	4	1	11	A	0	0	A1	0	7529	100.0	130.0	6.71583781228
3	5	1	11	A	0	0	A1	0	6264	1125.0	133.0	4.82021635602
3	6	1	11	A	0	0	A1	0	9447	434.0	149.0	1.89435405883
3	7	1	11	A	0	0	A1	0	3733	1450.0	153.0	1.25612030149
3	8	1	11	A	0	0	A1	0	7520	790.0	181.0	3.98112910693
3	9	1	11	A	0	0	A1	0	8882	989.0	242.0	1.39137083659
3	10	1	11	A	0	0	A1	0	1772	1369.0	244.0	1.64520330728
3	11	1	11	A	0	0	A1	0	4188	1542.0	257.0	1.65677531562
3	12	1	11	A	0	0	A1	0	2686	830.0	257.0	2.44919456744
3	13	1	11	A	0	0	A1	0	6498	279.0	275.0	1.66246952522
3	14	1	11	A	0	0	A1	0	11327	541.0	315.0	2.54294519223
3	15	1	11	A	0	0	A1	0	7377	825.0	369.0	1.71546905704
3	16	1	11	A	0	0	A1	0	2999	633.0	387.0	1.19788428039
3	17	1	11	A	0	0	A1	0	8819	119.0	409.0	1.14235194094
3	18	1	11	A	0	0	A1	0	2863	703.0	383.0	1.6300354412
3	19	1	11	A	0	0	A1	0	8305	1021.0	426.0	2.39728268602
3	20	1	11	A	0	0	A1	0	2732	1406.0	438.0	1.66596098743
3	21	1	11	A	0	0	A1	0	9639	1241.0	449.0	1.48843408557
3	22	1	11	A	0	0	A1	0	1768	69.0	444.0	1.18922706168
3	23	1	11	A	0	0	A1	0	2210	154.0	489.0	1.11407448809
3	24	1	11	A	0	0	A1	0	6757	732.0	508.0	1.3767859992
3	25	1	11	A	0	0	A1	0	12623	1942.0	464.0	2.17059945716
3	26	1	11	A	0	0	A1	0	18977	1246.0	557.0	1.43794770623
3	27	1	11	A	0	0	A1	0	3011	182.0	580.0	1.1197246629
3	28	1	11	A	0	0	A1	0	14519	580.0	635.0	1.07678878305
3	29	1	11	A	0	0	A1	0	8241	1622.0	606.0	3.48888421965
3	30	1	11	A	0	0	A1	0	5672	91.0	626.0	1.80549690009
3	31	1	11	A	0	0	A1	0	9056	921.0	652.0	1.36798605198
3	32	1	11	A	0	0	A1	0	18324	430.0	638.0	1.20071109331
3	33	1	11	A	0	0	A1	0	5647	217.0	700.0	1.50528538561
3	34	1	11	A	0	0	A1	0	12361	822.0	769.0	2.37955665269
3	35	1	11	A	0	0	A1	0	7326	1244.0	743.0	3.15297933237
3	36	1	11	A	0	0	A1	0	459	501.0	738.0	2.07205101498
3	37	1	11	A	0	0	A1	0	7052	629.0	759.0	1.21625238292
3	38	1	11	A	0	0	A1	0	4399	525.0	764.0	1.43468765723
3	39	1	11	A	0	0	A1	0	4221	228.0	784.0	1.38640333369
3	40	1	11	A	0	0	A1	0	3700	1503.0	809.0	1.50375742697
3	41	1	11	A	0	0	A1	0	5133	949.0	833.0	1.25779229123
3	42	1	11	A	0	0	A1	0	14560	1653.0	842.0	1.118340489
3	43	1	11	A	0	0	A1	0	4364	141.0	864.0	1.26055259757
3	44	1	11	A	0	0	A1	0	5148	1467.0	884.0	1.37582562406
3	45	1	11	A	0	0	A1	0	3728	509.0	941.0	1.03818255132
3	46	1	11	A	0	0	A1	0	5569	582.0	928.0	2.30417574198
3	47	1	11	A	0	0	A1	0	2893	441.0	953.0	1.51285275803
3	48	1	11	A	0	0	A1	0	14526	1688.0	983.0	1.32102808212
3	49	1	11	A	0	0	A1	0	9451	1105.0	1005.0	2.14096770342
3	50	1	11	A	0	0	A1	0	8236	1867.0	1002.0	2.20199510068
3	51	1	11	A	0	0	A1	0	2823	375.0	1027.0	1.27716318311
3	52	1	11	A	0	0	A1	0	12179	1368.0	1057.0	5.22334403197
3	53	1	11	A	0	0	A1	0	6081	853.0	1034.0	1.40931256349
3	54	1	11	A	0	0	A1	0	1631	483.0	1045.0	1.07960376643
3	55	1	11	A	0	0	A1	0	3793	1178.0	1054.0	1.88654450221
3	56	1	11	A	0	0	A1	0	5187	58.0	1139.0	1.07268118896
3	57	1	11	A	0	0	A1	0	13460	379.0	1156.0	4.75379517381
3	58	1	11	A	0	0	A1	0	6671	222.0	1155.0	1.62312463335
3	59	1	11	A	0	0	A1	0	4273	647.0	1191.0	1.65379031728
3	60	1	11	A	0	0	A1	0	5974	1150.0	1225.0	1.05665470956
3	61	1	11	A	0	0	A1	0	1855	274.0	1211.0	1.80222035466
3	62	1	11	A	0	0	A1	0	5889	931.0	1221.0	1.66868747377
3	63	1	11	A	0	0	A1	0	4202	139.0	1266.0	1.14995769345
3	64	1	11	A	0	0	A1	0	21800	869.0	1282.0	1.60338379933
3	65	1	11	A	0	0	A1	0	12142	1698.0	1324.0	1.18943643334
3	66	1	11	A	0	0	A1	0	5751	231.0	1306.0	3.0049272728
3	67	1	11	A	0	0	A1	0	7342	1070.0	1354.0	1.19566964681
3	68	1	11	A	0	0	A1	0	4339	600.0	1406.0	2.02600725775
3	69	1	11	A	0	0	A1	0	12440	1326.0	1437.0	1.37007217393
3	70	1	11	A	0	0	A1	0	10290	835.0	1441.0	1.48291567809
3	71	1	11	A	0	0	A1	0	11475	1977.0	1474.0	1.4675193078
3	72	1	11	A	0	0	A1	0	7536	1426.0	1516.0	1.19908135126
3	73	1	11	A	0	0	A1	0	4249	1541.0	1535.0	1.26528069155
3	74	1	11	A	0	0	A1	0	15535	1595.0	1447.0	2.21154522152
3	75	1	11	A	0	0	A1	0	4209	176.0	1605.0	1.84055492753
3	76	1	11	A	0	0	A1	0	2022	730.0	1635.0	1.34219930502
3	77	1	11	A	0	0	A1	0	3218	907.0	1644.0	1.06172610669
3	78	1	11	A	0	0	A1	0	12820	1820.0	1653.0	3.26855163245
3	79	1	11	A	0	0	A1	0	7843	1486.0	1664.0	1.17758777139
3	80	1	11	A	0	0	A1	0	2248	1198.0	1677.0	1.18231406006
3	81	1	11	A	0	0	A1	0	18	60.0	1677.0	1.01810873033
3	82	1	11	A	0	0	A1	0	3296	200.0	1682.0	1.22503483329
3	83	1	11	A	0	0	A1	0	8276	1272.0	1743.0	4.17936343704
3	84	1	11	A	0	0	A1	0	3058	785.0	1756.0	3.06926040493
3	85	1	11	A	0	0	A1	0	9207	1167.0	1759.0	4.00519180309
3	86	1	11	A	0	0	A1	0	7957	1898.0	1768.0	2.2521387614
3	87	1	11	A	0	0	A1	0	7874	866.0	1811.0	1.24664703613
3	88	1	11	A	0	0	A1	0	2185	212.0	1815.0	1.20912336084
3	89	1	11	A	0	0	A1	0	9968	973.0	1858.0	3.63915297647
3	90	1	11	A	0	0	A1	0	3960	1417.0	1892.0	2.06115237401
3	91	1	11	A	0	0	A1	0	3507	1956.0	1894.0	1.15616683818
3	92	1	11	A	0	0	A1	0	4131	803.0	1900.0	2.30463859638
3	93	1	11	A	0	0	A1	0	2130	1287.0	1920.0	3.90601979525
3	94	1	11	A	0	0	A1	0	4223	495.0	1925.0	2.10566645687
3	95	1	11	A	0	0	A1	0	3327	957.0	2001.0	2.64754734574
4	1	1	12	A	0	0	A1	0	8095	1359.0	54.0	1.46526091682
4	2	1	12	A	0	0	A1	0	8907	305.0	84.0	1.73089457141
