ImageNumber	ObjectNumber	Metadata_Col	Metadata_Field	Metadata_Row	Metadata_Series	Metadata_T	Metadata_Well	Metadata_Z	AreaShape_Area	AreaShape_Center_X	AreaShape_Center_Y	AreaShape_Compactness
1	1	1	1	A	0	0	A1	0	1035	782.0	135.0	1.01105122165
1	2	1	1	A	0	0	A1	0	980	341.0	187.0	1.01549457082
1	3	1	1	A	0	0	A1	0	1055	1359.0	205.0	1.02044949465
1	4	1	1	A	0	0	A1	0	1002	911.0	230.0	1.04879815793
1	5	1	1	A	0	0	A1	0	797	1685.0	245.0	1.00490406339
1	6	1	1	A	0	0	A1	0	1011	247.0	250.0	1.01423609959
1	7	1	1	A	0	0	A1	0	778	1787.0	260.0	1.00901356919
1	8	1	1	A	0	0	A1	0	901	1847.0	302.0	1.0025931893
1	9	1	1	A	0	0	A1	0	1702	839.0	313.0	1.14098758287
1	10	1	1	A	0	0	A1	0	1329	149.0	335.0	1.00928794176
1	11	1	1	A	0	0	A1	0	2153	1641.0	395.0	1.07598635214
1	12	1	1	A	0	0	A1	0	1170	493.0	397.0	1.00819853356
1	13	1	1	A	0	0	A1	0	998	1791.0	406.0	1.01908875658
1	14	1	1	A	0	0	A1	0	1025	1207.0	428.0	1.00229392733
1	15	1	1	A	0	0	A1	0	1966	1341.0	478.0	1.08639499544
1	16	1	1	A	0	0	A1	0	1989	1792.0	525.0	1.06491549251
1	17	1	1	A	0	0	A1	0	1751	387.0	550.0	1.12584001709
1	18	1	1	A	0	0	A1	0	1002	1133.0	542.0	1.01087952476
1	19	1	1	A	0	0	A1	0	2278	640.0	566.0	1.03989610499
1	20	1	1	A	0	0	A1	0	2019	130.0	607.0	1.05841750988
1	21	1	1	A	0	0	A1	0	932	1429.0	613.0	1.018681646
1	22	1	1	A	0	0	A1	0	93	786.0	622.0	1.07608815681
1	23	1	1	A	0	0	A1	0	2136	729.0	652.0	1.084669342
1	24	1	1	A	0	0	A1	0	2032	1227.0	666.0	1.09810658242
1	25	1	1	A	0	0	A1	0	1973	1029.0	680.0	1.10170491794
1	26	1	1	A	0	0	A1	0	1059	1318.0	682.0	1.00468145864
1	27	1	1	A	0	0	A1	0	1041	431.0	712.0	1.01906955503
1	28	1	1	A	0	0	A1	0	1101	819.0	734.0	1.02336910428
1	29	1	1	A	0	0	A1	0	2220	1479.0	741.0	1.05717970744
1	30	1	1	A	0	0	A1	0	1049	1752.0	752.0	1.00679867788
1	31	1	1	A	0	0	A1	0	1029	1164.0	819.0	1.00692988362
1	32	1	1	A	0	0	A1	0	845	255.0	823.0	1.0001263824
1	33	1	1	A	0	0	A1	0	1704	1320.0	831.0	1.09106114319
1	34	1	1	A	0	0	A1	0	1877	1828.0	838.0	1.01415793517
1	35	1	1	A	0	0	A1	0	1157	772.0	877.0	1.00816918582
1	36	1	1	A	0	0	A1	0	990	1306.0	904.0	1.00145519624
1	37	1	1	A	0	0	A1	0	2199	1404.0	932.0	1.02504551399
1	38	1	1	A	0	0	A1	0	1839	1554.0	949.0	1.21018489747
1	39	1	1	A	0	0	A1	0	2041	1924.0	945.0	1.0816999533
1	40	1	1	A	0	0	A1	0	910	193.0	947.0	1.0019277546
1	41	1	1	A	0	0	A1	0	457	2023.0	952.0	1.20808748986
1	42	1	1	A	0	0	A1	0	1054	330.0	1091.0	1.0052772957
1	43	1	1	A	0	0	A1	0	2308	1281.0	1105.0	1.04741692467
1	44	1	1	A	0	0	A1	0	1004	1687.0	1121.0	1.00350506844
1	45	1	1	A	0	0	A1	0	990	80.0	1127.0	1.00909322108
1	46	1	1	A	0	0	A1	0	1150	630.0	1172.0	1.02539322328
1	47	1	1	A	0	0	A1	0	2637	848.0	1207.0	1.01816709181
1	48	1	1	A	0	0	A1	0	911	355.0	1216.0	1.02569875774
1	49	1	1	A	0	0	A1	0	1961	1640.0	1224.0	1.0522555791
1	50	1	1	A	0	0	A1	0	1049	1123.0	1280.0	1.02160188724
1	51	1	1	A	0	0	A1	0	1006	151.0	1287.0	1.00169115632
1	52	1	1	A	0	0	A1	0	1000	225.0	1300.0	1.02359990105
1	53	1	1	A	0	0	A1	0	19	1879.0	1290.0	1.06628192121
1	54	1	1	A	0	0	A1	0	1245	1871.0	1326.0	1.07153327928
1	55	1	1	A	0	0	A1	0	934	73.0	1336.0	1.02522320675
1	56	1	1	A	0	0	A1	0	970	1981.0	1360.0	1.00378537228
1	57	1	1	A	0	0	A1	0	1630	478.0	1389.0	1.06989749904
1	58	1	1	A	0	0	A1	0	1920	1636.0	1464.0	1.00271030095
1	59	1	1	A	0	0	A1	0	1071	567.0	1471.0	1.01706140974
1	60	1	1	A	0	0	A1	0	1157	1156.0	1476.0	1.05448808902
1	61	1	1	A	0	0	A1	0	1642	953.0	1481.0	1.04559997162
1	62	1	1	A	0	0	A1	0	1996	350.0	1516.0	1.4051834574
1	63	1	1	A	0	0	A1	0	1822	1427.0	1514.0	1.01619045387
1	64	1	1	A	0	0	A1	0	935	199.0	1531.0	1.02936313811
1	65	1	1	A	0	0	A1	0	1522	1756.0	1557.0	1.00483373392
1	66	1	1	A	0	0	A1	0	841	1981.0	1575.0	1.00354014453
1	67	1	1	A	0	0	A1	0	1013	45.0	1611.0	1.00523568097
1	68	1	1	A	0	0	A1	0	2027	1125.0	1635.0	1.04082608395
1	69	1	1	A	0	0	A1	0	1070	1518.0	1670.0	1.00348304512
1	70	1	1	A	0	0	A1	0	1040	224.0	1673.0	1.00183394054
1	71	1	1	A	0	0	A1	0	1160	833.0	1700.0	1.00728715285
1	72	1	1	A	0	0	A1	0	1124	1053.0	1737.0	1.00194549323
1	73	1	1	A	0	0	A1	0	1039	1807.0	1767.0	1.04830946035
1	74	1	1	A	0	0	A1	0	1951	1918.0	1794.0	1.0569943716
1	75	1	1	A	0	0	A1	0	1165	589.0	1833.0	1.0289953819
1	76	1	1	A	0	0	A1	0	2095	847.0	1866.0	1.00932528945
1	77	1	1	A	0	0	A1	0	1123	442.0	1892.0	1.00837898605
1	78	1	1	A	0	0	A1	0	993	102.0	1917.0	1.01531174478
1	79	1	1	A	0	0	A1	0	897	212.0	1941.0	1.00071167909
1	80	1	1	A	0	0	A1	0	1635	1725.0	1983.0	1.11542082078
1	81	1	1	A	0	0	A1	0	1494	171.0	2014.0	1.15549893746
2	1	1	10	A	0	0	A1	0	857	1761.0	43.0	1.03019708099
2	2	1	10	A	0	0	A1	0	607	1548.0	81.0	1.02914964286
2	3	1	10	A	0	0	A1	0	1998	1039.0	103.0	1.0205077411
2	4	1	10	A	0	0	A1	0	1045	1733.0	147.0	1.10989453412
2	5	1	10	A	0	0	A1	0	844	23.0	140.0	1.01455614761
2	6	1	10	A	0	0	A1	0	1526	1551.0	161.0	1.0363076089
2	7	1	10	A	0	0	A1	0	1603	564.0	189.0	1.25676061544
2	8	1	10	A	0	0	A1	0	1752	287.0	183.0	1.00296755311
2	9	1	10	A	0	0	A1	0	835	1200.0	179.0	1.00544587158
2	10	1	10	A	0	0	A1	0	936	1862.0	203.0	1.00441122826
2	11	1	10	A	0	0	A1	0	891	1466.0	211.0	1.34170515724
2	12	1	10	A	0	0	A1	0	2180	858.0	234.0	1.06066189119
2	13	1	10	A	0	0	A1	0	1612	187.0	299.0	1.09915535018
2	14	1	10	A	0	0	A1	0	937	1713.0	339.0	1.0034704784
2	15	1	10	A	0	0	A1	0	1120	502.0	363.0	1.0397879872
2	16	1	10	A	0	0	A1	0	930	449.0	391.0	1.02485339981
2	17	1	10	A	0	0	A1	0	2032	673.0	396.0	1.09130044624
2	18	1	10	A	0	0	A1	0	1871	1525.0	394.0	1.06964754356
2	19	1	10	A	0	0	A1	0	957	387.0	392.0	1.01664497254
2	20	1	10	A	0	0	A1	0	1751	1832.0	407.0	1.19505528408
2	21	1	10	A	0	0	A1	0	773	1345.0	414.0	1.00002930873
2	22	1	10	A	0	0	A1	0	2495	1244.0	445.0	1.1919794306
2	23	1	10	A	0	0	A1	0	739	1970.0	473.0	1.0350533307
2	24	1	10	A	0	0	A1	0	1899	334.0	519.0	1.08750960037
2	25	1	10	A	0	0	A1	0	1688	455.0	533.0	1.06920316027
2	26	1	10	A	0	0	A1	0	1803	1607.0	530.0	1.06175429486
2	27	1	10	A	0	0	A1	0	930	1096.0	555.0	1.00622249386
2	28	1	10	A	0	0	A1	0	1667	712.0	570.0	1.14453756945
2	29	1	10	A	0	0	A1	0	612	1049.0	593.0	1.10966924287
2	30	1	10	A	0	0	A1	0	942	162.0	622.0	1.01111247253
2	31	1	10	A	0	0	A1	0	1625	1104.0	640.0	1.0591406923
2	32	1	10	A	0	0	A1	0	1066	533.0	658.0	1.01753363037
2	33	1	10	A	0	0	A1	0	1699	1665.0	695.0	1.27780669272
2	34	1	10	A	0	0	A1	0	1111	889.0	696.0	1.0078801446
2	35	1	10	A	0	0	A1	0	954	200.0	698.0	1.04259805321
2	36	1	10	A	0	0	A1	0	1940	1049.0	723.0	1.09810650837
2	37	1	10	A	0	0	A1	0	1482	1786.0	746.0	1.15601587809
2	38	1	10	A	0	0	A1	0	2042	373.0	754.0	1.07990521247
2	39	1	10	A	0	0	A1	0	944	246.0	760.0	1.00627441976
2	40	1	10	A	0	0	A1	0	944	1455.0	767.0	1.00751828123
2	41	1	10	A	0	0	A1	0	906	58.0	780.0	1.01103578806
2	42	1	10	A	0	0	A1	0	1008	166.0	785.0	1.00569537943
2	43	1	10	A	0	0	A1	0	2514	583.0	864.0	1.13552129114
2	44	1	10	A	0	0	A1	0	979	969.0	857.0	1.00662073352
2	45	1	10	A	0	0	A1	0	3531	1957.0	875.0	1.0034393282
2	46	1	10	A	0	0	A1	0	2084	1461.0	867.0	1.14456222492
2	47	1	10	A	0	0	A1	0	2055	1239.0	872.0	1.17527891979
2	48	1	10	A	0	0	A1	0	1018	757.0	902.0	1.01462709335
2	49	1	10	A	0	0	A1	0	1642	344.0	941.0	1.08433430117
2	50	1	10	A	0	0	A1	0	3157	920.0	977.0	1.04015529117
2	51	1	10	A	0	0	A1	0	880	1505.0	953.0	1.01661453666
2	52	1	10	A	0	0	A1	0	957	1142.0	957.0	1.00791639045
2	53	1	10	A	0	0	A1	0	1007	1259.0	964.0	1.03779443929
2	54	1	10	A	0	0	A1	0	950	1390.0	1008.0	1.01819134608
2	55	1	10	A	0	0	A1	0	2540	638.0	1034.0	1.03408639319
2	56	1	10	A	0	0	A1	0	861	1825.0	1024.0	1.01893940784
2	57	1	10	A	0	0	A1	0	999	1567.0	1035.0	1.00090358129
2	58	1	10	A	0	0	A1	0	891	951.0	1079.0	1.0515630562
2	59	1	10	A	0	0	A1	0	985	763.0	1097.0	1.0137142195
2	60	1	10	A	0	0	A1	0	992	1474.0	1105.0	1.00805921947
2	61	1	10	A	0	0	A1	0	1690	1319.0	1146.0	1.26818461235
2	62	1	10	A	0	0	A1	0	1052	1142.0	1132.0	1.00908319858
2	63	1	10	A	0	0	A1	0	1756	635.0	1145.0	1.15710816284
2	64	1	10	A	0	0	A1	0	1043	1023.0	1152.0	1.00212732215
2	65	1	10	A	0	0	A1	0	780	1694.0	1189.0	1.02860982114
2	66	1	10	A	0	0	A1	0	776	1301.0	1231.0	2.64135785007
