ImageNumber	ObjectNumber	Metadata_Col	Metadata_Field	Metadata_Row	Metadata_Series	Metadata_T	Metadata_Well	Metadata_Z	AreaShape_Area	AreaShape_Center_X	AreaShape_Center_Y	AreaShape_Compactness
1	1	1	1	A	0	0	A1	0	5064	952	48	1.80081057005874
1	2	1	1	A	0	0	A1	0	7060	1466	68	4.645074784962
1	3	1	1	A	0	0	A1	0	3476	1849	85	2.50687718951422
1	4	1	1	A	0	0	A1	0	7823	1734	109	1.91840648304378
1	5	1	1	A	0	0	A1	0	6167	986	72	1.7345906020562
1	6	1	1	A	0	0	A1	0	6988	610	180	2.63512706636923
1	7	1	1	A	0	0	A1	0	7103	130	134	3.77385706357
1	8	1	1	A	0	0	A1	0	4693	895	163	1.91209583214534
1	9	1	1	A	0	0	A1	0	9176	1086	189	3.18124247841089
1	10	1	1	A	0	0	A1	0	5258	781	153	2.66923064293737
1	11	1	1	A	0	0	A1	0	5593	304	211	3.24016642318435
1	12	1	1	A	0	0	A1	0	1106	1923	149	6.88161364801678
1	13	1	1	A	0	0	A1	0	2407	1033	170	2.88677227341856
1	14	1	1	A	0	0	A1	0	3325	847	246	2.69120865389722
1	15	1	1	A	0	0	A1	0	6715	1707	187	3.63857368375596
1	16	1	1	A	0	0	A1	0	6130	394	177	2.39999021271722
1	17	1	1	A	0	0	A1	0	7611	1318	177	1.74217022039465
1	18	1	1	A	0	0	A1	0	5461	121	210	3.03759361879955
1	19	1	1	A	0	0	A1	0	0	0	0	NA
1	20	1	1	A	0	0	A1	0	2550	648	304	1.99958651693905
1	21	1	1	A	0	0	A1	0	5642	1827	232	2.26902963959102
1	22	1	1	A	0	0	A1	0	5450	981	369	4.71092733663121
1	23	1	1	A	0	0	A1	0	5540	1708	289	4.68189999060086
1	24	1	1	A	0	0	A1	0	12265	1333	379	1.62826931277129
1	25	1	1	A	0	0	A1	0	12406	257	383	1.44079605212213
1	26	1	1	A	0	0	A1	0	3054	1516	347	2.09934187883074
1	27	1	1	A	0	0	A1	0	7079	1405	373	6.44517675229422
1	28	1	1	A	0	0	A1	0	12154	798	384	2.00201146958669
1	29	1	1	A	0	0	A1	0	1818	1888	333	2.80193163467711
1	30	1	1	A	0	0	A1	0	5435	1094	331	4.61643889789406
1	31	1	1	A	0	0	A1	0	5125	1495	388	3.37171468201221
1	32	1	1	A	0	0	A1	0	18611	1748	421	1.56593704211889
1	33	1	1	A	0	0	A1	0	1336	59	409	3.286983263363
1	34	1	1	A	0	0	A1	0	6752	144	403	3.49657091994494
1	35	1	1	A	0	0	A1	0	2717	1623	451	2.81513406662025
1	36	1	1	A	0	0	A1	0	8489	914	440	2.27592170239813
1	37	1	1	A	0	0	A1	0	1389	310	459	3.01273659911841
1	38	1	1	A	0	0	A1	0	4744	1628	486	2.04154557343987
1	39	1	1	A	0	0	A1	0	5116	385	514	2.08944686300151
1	40	1	1	A	0	0	A1	0	7546	1275	453	2.71169487592167
1	41	1	1	A	0	0	A1	0	4622	1716	499	4.18893797941933
1	42	1	1	A	0	0	A1	0	7866	512	532	2.20532495061394
1	43	1	1	A	0	0	A1	0	2612	1400	548	5.1810733043657
1	44	1	1	A	0	0	A1	0	9861	1111	576	1.60349493775364
1	45	1	1	A	0	0	A1	0	5020	226	588	2.66960000719481
1	46	1	1	A	0	0	A1	0	8341	876	638	7.41881432190053
1	47	1	1	A	0	0	A1	0	3153	1962	623	3.03543462985727
1	48	1	1	A	0	0	A1	0	2693	486	661	3.61847090784236
1	49	1	1	A	0	0	A1	0	5022	1260	649	13.9799529397752
1	50	1	1	A	0	0	A1	0	8332	1560	675	5.46261170926419
1	51	1	1	A	0	0	A1	0	2525	1380	689	1.90732690472182
1	52	1	1	A	0	0	A1	0	10196	1841	692	3.06472367576656
1	53	1	1	A	0	0	A1	0	14586	566	742	1.47551420039841
1	54	1	1	A	0	0	A1	0	5387	989	779	4.25919223518405
1	55	1	1	A	0	0	A1	0	1706	255	763	2.50601223643132
1	56	1	1	A	0	0	A1	0	7428	1804	727	1.69929179963113
1	57	1	1	A	0	0	A1	0	994	1981	827	2.70289201527634
1	58	1	1	A	0	0	A1	0	2110	553	838	2.2397867183904
1	59	1	1	A	0	0	A1	0	3281	1041	801	2.24034778843923
1	60	1	1	A	0	0	A1	0	5265	1672	861	2.06829426411191
1	61	1	1	A	0	0	A1	0	2341	1747	845	2.58430937513005
1	62	1	1	A	0	0	A1	0	2157	450	810	2.82755194898582
1	63	1	1	A	0	0	A1	0	5117	1591	889	1.72504947417318
1	64	1	1	A	0	0	A1	0	1428	1810	861	3.34944228955652
1	65	1	1	A	0	0	A1	0	5783	207	848	2.7243234016625
1	66	1	1	A	0	0	A1	0	11321	1423	928	1.7241757930754
1	67	1	1	A	0	0	A1	0	4020	1738	918	1.46865984859106
1	68	1	1	A	0	0	A1	0	7999	736	761	7.27638418985839
1	69	1	1	A	0	0	A1	0	1989	411	887	2.41400789355246
1	70	1	1	A	0	0	A1	0	6825	1251	850	9.64098077314159
1	71	1	1	A	0	0	A1	0	7919	816	917	1.32785251356362
1	72	1	1	A	0	0	A1	0	13013	1582	1036	2.50753156165147
1	73	1	1	A	0	0	A1	0	3679	1089	970	2.47801981952038
1	74	1	1	A	0	0	A1	0	225	1592	938	4.907629905331
1	75	1	1	A	0	0	A1	0	12346	553	1019	1.61054904948677
1	76	1	1	A	0	0	A1	0	5200	1078	1028	6.35078573017984
1	77	1	1	A	0	0	A1	0	14351	413	1031	1.529751993137
1	78	1	1	A	0	0	A1	0	1905	854	1088	2.61022901150359
1	79	1	1	A	0	0	A1	0	9677	454	1108	2.49267954366904
1	80	1	1	A	0	0	A1	0	3828	1174	1091	1.58308180263336
1	81	1	1	A	0	0	A1	0	7953	238	1054	2.20716220853461
1	82	1	1	A	0	0	A1	0	12536	1308	1039	2.08361377787744
1	83	1	1	A	0	0	A1	0	2428	1081	1108	4.40218002338269
1	84	1	1	A	0	0	A1	0	3241	1794	992	11.3929919602342
1	85	1	1	A	0	0	A1	0	2262	1947	1123	2.02719268378381
1	86	1	1	A	0	0	A1	0	1159	1438	1121	2.25329140448857
1	87	1	1	A	0	0	A1	0	1607	857	1170	2.24184024546769
1	88	1	1	A	0	0	A1	0	3639	1515	1205	1.99530424075283
1	89	1	1	A	0	0	A1	0	3037	610	1195	3.68980770885916
1	90	1	1	A	0	0	A1	0	5222	1325	1166	2.82105795594142
1	91	1	1	A	0	0	A1	0	8156	1582	1225	2.90831959495373
1	92	1	1	A	0	0	A1	0	11250	398	1217	2.54597310417758
1	93	1	1	A	0	0	A1	0	2195	653	1229	2.02452076184839
1	94	1	1	A	0	0	A1	0	3711	1142	1203	2.29870844328983
1	95	1	1	A	0	0	A1	0	2874	1202	1266	1.95092947717979
1	96	1	1	A	0	0	A1	0	3479	182	1243	3.22572217567578
2	1	1	10	A	0	0	A1	0	5726	1475	1212	2.47280365582645
2	2	1	10	A	0	0	A1	0	4715	1344	1271	9.62197308867572
2	3	1	10	A	0	0	A1	0	2478	129	1306	3.79251650285035
2	4	1	10	A	0	0	A1	0	2260	605	1323	2.81873386212621
2	5	1	10	A	0	0	A1	0	4788	1852	1334	3.90783128777354
2	6	1	10	A	0	0	A1	0	1424	1036	1366	5.24310416733802
2	7	1	10	A	0	0	A1	0	7768	530	1313	3.25548503294038
2	8	1	10	A	0	0	A1	0	2096	1719	1367	3.42457750673762
2	9	1	10	A	0	0	A1	0	3148	360	1393	3.69034549695608
2	10	1	10	A	0	0	A1	0	5491	908	1337	5.67834726622243
2	11	1	10	A	0	0	A1	0	1769	217	1356	3.00252202310767
2	12	1	10	A	0	0	A1	0	4862	1303	1427	1.88107658421849
2	13	1	10	A	0	0	A1	0	5234	1764	1428	2.107587082951
2	14	1	10	A	0	0	A1	0	3830	262	1394	1.81447600348777
2	15	1	10	A	0	0	A1	0	1494	1078	1424	3.53333801023688
2	16	1	10	A	0	0	A1	0	4383	1526	1424	5.98287888861672
2	17	1	10	A	0	0	A1	0	1475	715	1460	3.64968902973021
2	18	1	10	A	0	0	A1	0	826	426	1466	2.50711030622793
2	19	1	10	A	0	0	A1	0	2075	1100	1451	2.97172232866767
2	20	1	10	A	0	0	A1	0	2421	990	1458	2.5527300845318
2	21	1	10	A	0	0	A1	0	5129	1176	1487	6.58473034546625
2	22	1	10	A	0	0	A1	0	6580	287	1492	9.5070295534613
2	23	1	10	A	0	0	A1	0	5181	1662	1496	5.38526295100451
2	24	1	10	A	0	0	A1	0	5618	1089	1546	5.04018887830281
2	25	1	10	A	0	0	A1	0	6339	1396	1530	2.23884865070393
2	26	1	10	A	0	0	A1	0	6201	423	1517	3.11806886391258
2	27	1	10	A	0	0	A1	0	4533	432	1611	7.96920688375142
2	28	1	10	A	0	0	A1	0	1071	666	1637	3.19738914973782
2	29	1	10	A	0	0	A1	0	1414	371	1628	2.9518560533625
2	30	1	10	A	0	0	A1	0	5666	632	1607	8.51894243226559
2	31	1	10	A	0	0	A1	0	3682	1837	1673	2.9146557977714
2	32	1	10	A	0	0	A1	0	2591	1253	1716	47.516597045457
2	33	1	10	A	0	0	A1	0	4156	149	1706	5.64364643730666
2	34	1	10	A	0	0	A1	0	3354	1089	1756	4.82381494003026
2	35	1	10	A	0	0	A1	0	4135	671	1739	3.78385814503545
2	36	1	10	A	0	0	A1	0	1824	1438	1785	3.48084948362486
2	37	1	10	A	0	0	A1	0	4795	1850	1833	4.02242624402229
2	38	1	10	A	0	0	A1	0	3478	309	1830	3.82579778702778
2	39	1	10	A	0	0	A1	0	5966	1221	1863	1.68989244660987
2	40	1	10	A	0	0	A1	0	2951	1428	1833	5.97098978563801
2	41	1	10	A	0	0	A1	0	2290	245	1892	3.89162548970394
2	42	1	10	A	0	0	A1	0	5133	1676	1814	3.09884996258975
2	43	1	10	A	0	0	A1	0	5202	563	1800	6.57479582873198
